"ID","대분류","중분류(화면)","소분류(기능)","시나리오","사전조건","테스트절차","기대결과","유형","우선순위","결과","비고"
"FE-AH-003","경매홈","경매홈 매물리스트","빈 상태","매물 0건일 때 셀과 페이징 로더가 표시되지 않는다","로드 결과 매물 0건(또는 필터 결과 0건)","1. 매물이 0건인 조건으로 경매홈을 로드한다","매물 셀이 하나도 표시되지 않고, auctionSalesItems가 비어 있으므로 무한스크롤 트리거(loadMoreView)와 하단 ProgressView도 표시되지 않으며, 인증매물 안내 배너만 보인다","경계","P1","","별도 empty 일러스트/문구 미구현 여부 확인 필요"
"FE-AH-004","경매홈","경매홈 매물리스트","에러 처리","매물 로드 실패 시 에러 alert가 표시된다","네트워크 끊김 또는 서버 에러 상황","1. 네트워크를 차단한다 2. 경매홈에 진입하거나 새로고침한다","로딩 인디케이터가 사라지고 .alert(error:) 에러 알럿이 표시되며, 리스트는 갱신되지 않는다","예외","P0","","에러 메시지 내용 자체는 데이터파트 연계"
"FE-AH-005","경매홈","경매홈 매물리스트","당겨서 새로고침","리스트를 아래로 당기면 매물이 재조회된다","매물 리스트가 표시된 상태","1. 리스트 최상단에서 아래로 당긴다(pull to refresh)","refreshable가 트리거되어 loadAuctionSalesList(withFilter:true)가 호출되고, 현재 필터 기준으로 리스트가 갱신된다","정상","P1","","새로고침은 필터 적용(withFilter 기본 true), 최초 onLoad는 필터 미적용 차이 확인"
"FE-AH-006","경매홈","경매홈 매물리스트","무한 스크롤","리스트 하단까지 스크롤하면 다음 페이지 매물이 추가 로드된다","매물 1건 이상 존재(다음 페이지 데이터 존재)","1. 리스트를 아래로 끝까지 스크롤한다","하단 loadMoreView의 task가 트리거되어 loadMoreAuctionSales가 호출되고, 기존 리스트 끝에 다음 페이지 매물이 append되며 스크롤이 이어진다","정상","P0","",""
"FE-AH-007","경매홈","경매홈 매물리스트","무한 스크롤","페이징 로딩 중 하단에 ProgressView가 표시된다","다음 페이지 로딩이 진행 중","1. 하단까지 스크롤하여 추가 로딩을 트리거한다","isLoadingForPaging이 true인 동안 하단에 50x50 ProgressView가 표시되고, 로딩 완료 후 사라진다","정상","P2","",""
"FE-AH-008","경매홈","경매홈 매물리스트","무한 스크롤","추가 페이지 로딩 실패 시 기존 리스트가 유지되고 에러 alert가 뜬다","첫 페이지는 로드됨, 다음 페이지 로딩 시 네트워크 에러","1. 하단까지 스크롤한다 2. 추가 로딩 중 네트워크를 차단한다","에러 alert가 표시되고, 기존에 표시되던 매물 리스트(currentAuctionSalesItems)는 사라지지 않고 그대로 유지된다","예외","P1","",""
"FE-AH-009","경매홈","경매홈 매물리스트","매물 상세 진입","매물 셀을 탭하면 경매 상세 화면으로 이동한다","매물 리스트가 표시된 상태","1. 임의의 매물 셀을 탭한다","coordinator.push(.auctionDetail)로 해당 매물 상세 화면이 push되고, 동시에 saveRecentSales로 최근 본 매물에 저장된다","정상","P0","","최근 본 매물 저장값 정확성은 데이터파트 연계"
"FE-AH-010","경매홈","경매홈 매물리스트","매물 상세 진입","매물 셀을 빠르게 연속 탭해도 상세 화면이 중복 push되지 않는다","매물 리스트가 표시된 상태","1. 동일 매물 셀을 빠르게 두 번 이상 탭한다","상세 화면이 한 번만 push되고 동일 화면이 중복으로 쌓이지 않는다","경계","P2","","코드상 명시적 디바운스 없음 - 중복 push 가능성 점검 필요"
"FE-AH-011","경매홈","경매홈 매물리스트","최근 본 매물 저장","매물 상세 진입 시 최근 본 매물 목록 상한(50개)이 유지된다","최근 본 매물이 이미 다수 저장된 상태","1. 여러 매물을 연속으로 탭하여 50개를 초과하도록 진입한다","최근 본 매물이 최신순으로 맨 앞에 추가되고 중복 매물은 앞으로 이동하며, 50개 초과 시 가장 오래된 항목이 제거된다","경계","P2","","로컬스토리지 저장 동작, 값 정확성은 데이터파트 연계"
"FE-AH-012","경매홈","매물 셀","관심(찜) 토글","찜 안 된 매물의 하트를 탭하면 찜 활성 상태로 바뀐다","로그인 상태, 해당 매물 isZzim=false","1. 매물 셀의 하트 버튼을 탭한다","하트 아이콘이 채워진 빨강(critical)으로 바뀌고 찜 카운트가 +1 증가하며, NotificationCenter로 다른 화면에 동기화 알림이 전파된다","정상","P0","",""
"FE-AH-013","경매홈","매물 셀","관심(찜) 토글","찜 된 매물의 하트를 탭하면 찜이 해제된다","로그인 상태, 해당 매물 isZzim=true","1. 매물 셀의 하트 버튼을 탭한다","하트 아이콘이 비활성(neutralMuted)으로 바뀌고 찜 카운트가 -1 감소한다","정상","P1","",""
"FE-AH-014","경매홈","매물 셀","관심(찜) 토글","찜 요청이 실패하면 UI 상태가 변경되지 않는다","비로그인 또는 네트워크 에러 상황","1. 매물 셀의 하트 버튼을 탭한다 2. 찜 API가 실패한다","addInterest/removeInterest가 먼저 실패하므로 하트 아이콘과 카운트가 변경되지 않는다(낙관적 업데이트 전 차단)","예외","P1","","View의 Task에서 try await 에러가 catch되지 않아 실패 시 사용자에게 알럿/안내가 노출되지 않음 - 점검 필요"
"FE-AH-015","경매홈","매물 셀","찜 상태 동기화","다른 화면에서 찜 상태를 변경 후 홈으로 복귀하면 셀 상태가 동기화된다","매물 리스트 표시, 상세 등 다른 화면에서 동일 매물 찜 변경","1. 매물 상세로 진입한다 2. 상세에서 찜을 토글한다 3. 경매홈으로 복귀한다","NotificationCenter(auctionZzimDidChange) 수신으로 syncZzimState가 호출되어 홈 리스트 해당 셀의 하트 상태와 찜 카운트가 변경 결과와 일치하게 갱신된다","정상","P1","",""
"FE-AH-016","경매홈","매물 셀","D-day/매각 뱃지","매각 여부에 따라 D-day 또는 매각 뱃지가 올바르게 표시된다","매물 데이터 존재(매각/진행 혼재)","1. 리스트에서 매각 매물과 진행 매물을 확인한다","isSoldOut인 매물은 '매각' 뱃지(neutralSubtler 배경), 진행 매물은 'D+/D-n' 형식 뱃지(neutral 배경)로 표시된다","정상","P2","","남은 일수 값 정확성은 데이터파트 연계"
"FE-AH-017","경매홈","매물 셀","이미지 로딩","매물 이미지 로드 실패 시 플레이스홀더가 표시된다","이미지 URL이 잘못되었거나 네트워크 지연","1. 이미지가 로드되지 않는 매물 셀을 확인한다","CachedAsyncImage가 실패/로딩 동안 gray150 색상 플레이스홀더를 표시하고 레이아웃(100x100)이 유지된다","예외","P2","",""
"FE-AH-018","경매홈","매물 셀","라벨/오버플로우","인증/카테고리/유찰횟수 라벨과 긴 주소가 레이아웃을 깨지 않는다","verified=true, 카테고리 존재, 주소/건물명이 긴 매물","1. 인증매물이며 주소/건물명이 긴 셀을 확인한다","인증 그라데이션 라벨, 첫 카테고리 라벨, 유찰횟수 라벨이 표시되고, 긴 주소/건물명은 멀티라인으로 줄바꿈되어 셀 레이아웃이 깨지지 않는다","경계","P2","",""
"FE-AH-019","경매홈","경매홈 매물리스트","상태 보존","다른 탭/화면 이동 후 복귀 시 리스트와 필터 상태가 보존된다","필터를 적용하고 리스트를 일부 스크롤한 상태","1. 필터/스크롤을 변경한다 2. 다른 탭으로 이동한다 3. 경매홈으로 복귀한다","적용된 필터 상태와 로드된 매물 리스트가 초기화되지 않고 유지된다","정상","P1","",""
"FE-AH-020","경매홈","경매홈 매물리스트","백그라운드 복귀","앱 백그라운드 전환 후 포그라운드 복귀 시 화면 상태가 유지된다","경매홈에서 매물 리스트가 표시된 상태","1. 홈 버튼/제스처로 백그라운드 진입 2. 앱을 다시 포그라운드로 가져온다","리스트와 필터 상태가 유지되며 크래시 없이 화면이 복원된다","경계","P2","",""
"FE-AH-021","경매홈","경매홈 상단바","지역 표시","선택된 지역/시군구에 따라 상단 지역 텍스트가 올바르게 표시된다","지역 미선택/지역만 선택/시군구까지 선택 각 상태","1. 각 상태에서 상단바 지역 영역을 확인한다","지역 미선택 시 기본 문구(homeDefaultArea), 지역만 선택 시 'region', 시군구까지 선택 시 'region district' 형식으로 표시된다","정상","P1","",""
"FE-AH-022","경매홈","경매홈 상단바","지역선택 시트 열기","지역 버튼을 탭하면 지역선택 바텀시트가 열린다","경매홈 표시 상태","1. 상단바 지역 텍스트/화살표 버튼을 탭한다","isShowFilterArea가 true가 되어 AuctionFilterLocationView 시트가 present된다","정상","P0","",""
"FE-AH-023","경매홈","경매홈 상단바","검색 화면 이동","검색 버튼을 탭하면 검색 화면으로 이동한다","경매홈 표시 상태","1. 상단바 우측 검색 아이콘을 탭한다","coordinator.push(.search(searchHome))로 검색 홈 화면이 push된다","정상","P1","",""
"FE-AH-024","경매홈","지역선택 시트","지역 목록","지역선택 시트에 지역 목록이 표시된다","필터(regions) 조회 성공","1. 상단바 지역 버튼으로 시트를 연다","좌측에 지역(region) 목록이 표시되고, 현재 선택된 지역은 강조(neutral 배경/흰 글씨)된다","정상","P1","",""
"FE-AH-025","경매홈","지역선택 시트","지역 선택/시군구 초기화","지역을 선택하면 시군구 목록이 노출되고 기존 시군구가 초기화된다","지역선택 시트가 열린 상태","1. 좌측에서 임의의 지역을 탭한다","선택 지역이 강조되고 district가 nil로 초기화되며, 우측에 해당 지역의 시군구(district) 목록이 표시된다","정상","P1","",""
"FE-AH-026","경매홈","지역선택 시트","시군구 선택","시군구를 선택하면 해당 항목이 강조된다","지역이 선택되어 시군구 목록이 표시된 상태","1. 우측에서 임의의 시군구를 탭한다","선택한 시군구가 강조(neutral 배경/흰 글씨)되고 currentAuctionFilter.district에 반영된다","정상","P1","",""
"FE-AH-027","경매홈","지역선택 시트","적용","적용 버튼을 탭하면 선택 지역으로 리스트가 갱신되고 시트가 닫힌다","지역/시군구를 선택한 상태","1. 지역/시군구를 선택한다 2. 우측 상단 '적용'을 탭한다","onApplied로 loadAuctionSalesList가 호출되어 리스트가 갱신되고 isShowFilterArea=false로 시트가 닫히며 상단바 지역 텍스트가 갱신된다","정상","P0","",""
"FE-AH-028","경매홈","지역선택 시트","적용 없이 닫기","적용을 누르지 않고 시트를 닫으면 변경한 지역이 리스트에 반영되지 않는다","지역선택 시트에서 지역을 변경한 상태","1. 지역을 다른 값으로 변경한다 2. 적용을 누르지 않고 시트를 아래로 드래그하여 닫는다","리스트 재조회가 일어나지 않는다(loadAuctionSalesList 미호출)","경계","P2","","region/district 바인딩이 적용 전에도 currentAuctionFilter를 직접 변경 - 닫은 뒤 상단바 텍스트/다음 새로고침 시 반영되는 상태 불일치 점검 필요"
"FE-AH-029","경매홈","지역선택 시트","빈 데이터","지역 옵션이 없을 때 시군구 영역이 표시되지 않는다","필터 조회 실패 또는 regions/region이 nil","1. 지역 옵션이 없는 상태에서 시트를 연다","지역 목록이 비어 있고, region이 nil이면 우측 시군구(DistrictSelectView) 영역이 표시되지 않는다","경계","P2","",""
"FE-AH-030","경매홈","필터바","필터 버튼 노출","필터 바에 5종 필터 버튼이 가로로 표시된다","경매홈 표시 상태","1. 필터 바를 확인한다","인증매물/건물용도/경매상태/가격/낙찰 5개 필터 버튼이 가로 스크롤 영역에 표시되며, 인증매물 버튼에는 좌측 인증 아이콘, 확장형(건물용도/경매상태/가격)에는 우측 화살표가 표시된다","정상","P1","",""
"FE-AH-031","경매홈","필터바","인증매물 토글","인증매물 칩을 탭하면 즉시 토글되고 리스트가 갱신된다","경매홈 표시 상태","1. 인증매물 필터 칩을 탭한다","isCertified가 토글되어 활성 시 칩이 채워진 스타일(neutral 배경/흰 글씨)로 바뀌고 refreshData로 즉시 리스트가 재조회된다","정상","P0","",""
"FE-AH-032","경매홈","필터바","낙찰 토글","낙찰 칩을 탭하면 즉시 토글되고 리스트가 갱신된다","경매홈 표시 상태","1. 낙찰 필터 칩을 탭한다","isBidWon이 토글되어 활성 스타일로 바뀌고 즉시 리스트가 재조회된다","정상","P1","",""
"FE-AH-033","경매홈","필터바","확장 필터 시트 열기","건물용도/경매상태/가격 칩을 탭하면 해당 필터 시트가 열린다","경매홈 표시 상태","1. 건물용도 칩을 탭한다 2. 닫고 경매상태 칩을 탭한다 3. 닫고 가격 칩을 탭한다","각 칩에 대응하는 바텀시트(건물용도/경매상태/가격)가 dynamicSheet로 present된다","정상","P1","",""
"FE-AH-034","경매홈","필터바","필터 타이틀 갱신","필터 선택 결과가 필터 칩 타이틀에 반영된다","건물용도/경매상태/가격 필터를 선택한 상태","1. 건물용도에서 2개 이상 선택한다 2. 가격 범위를 설정한다","건물용도/경매상태는 첫 선택명 또는 '첫항목 외 N개'(auctionFilterMultiSelect)로, 가격은 'X 이상 Y 이하/이상/이하' 형식으로 칩 타이틀이 갱신되고 활성 스타일이 적용된다","정상","P1","","표시 금액 문자열 정확성은 데이터파트 연계"
"FE-AH-035","경매홈","필터바","필터 초기화 표시","필터 선택을 모두 해제하면 칩 타이틀이 기본값으로 복원된다","건물용도/경매상태 필터를 선택했다가 모두 해제","1. 선택한 칩을 모두 해제한다","선택 코드가 비면 칩 타이틀이 defaultTitle로 복원되고 비활성 스타일로 돌아간다","경계","P2","",""
"FE-AH-036","경매홈","필터바","시트 닫힘 후 갱신","필터 시트를 닫으면 현재 필터 기준으로 리스트가 갱신된다","확장 필터 시트가 열린 상태","1. 필터 시트에서 값을 변경한다 2. 시트를 드래그/dismiss로 닫는다","sheet onDismiss에서 refreshData가 호출되어 변경된 필터 기준으로 리스트가 재조회된다","정상","P1","",""
"FE-AH-037","경매홈","필터바","가로 스크롤","필터 바를 좌우로 스크롤할 수 있다","필터 칩이 화면 폭을 초과","1. 필터 바를 좌우로 스와이프한다","가로 ScrollView로 가려진 필터 칩까지 스크롤되어 접근 가능하고 스크롤 인디케이터는 숨겨진다","정상","P2","",""
"FE-AH-038","경매홈","건물용도 필터 시트","칩 목록","건물용도 시트에 선택 가능한 칩 목록이 표시된다","필터(buildingTypes) 조회 성공","1. 건물용도 칩을 탭해 시트를 연다","'건물용도' 헤더와 함께 건물용도 칩들이 ChipsContainerView로 표시되고, 하단에 'N개 매물 보기' 버튼이 보인다","정상","P1","",""
"FE-AH-039","경매홈","건물용도 필터 시트","다중 선택+디바운스","건물용도 칩 다중 선택 시 0.5초 디바운스 후 리스트와 매물 수가 갱신된다","건물용도 시트가 열린 상태","1. 칩을 빠르게 여러 개 연속 선택한다","선택할 때마다 이전 reloadTask가 취소되고 마지막 선택 0.5초 후 1회만 loadAuctionSalesList가 호출되어 'N개 매물 보기' 버튼의 매물 수(filteredItemCount)가 갱신된다","정상","P1","",""
"FE-AH-040","경매홈","건물용도 필터 시트","매물 보기 버튼","'N개 매물 보기' 버튼을 탭하면 시트가 닫힌다","건물용도 칩을 선택한 상태","1. 하단 'N개 매물 보기' 버튼을 탭한다","onClosed가 호출되어 activeSheetItem=nil로 시트가 닫히고, onDismiss 경로로 리스트가 현재 필터 기준 갱신된다","정상","P1","",""
"FE-AH-041","경매홈","건물용도 필터 시트","디바운스 취소","디바운스 대기 중 시트를 닫으면 예약된 재조회가 취소된다","칩 선택 직후 0.5초 디바운스 대기 중","1. 칩을 선택한다 2. 0.5초가 지나기 전에 시트를 닫는다","onDisappear에서 reloadTask가 취소되어 불필요한 추가 재조회가 발생하지 않는다","경계","P2","",""
"FE-AH-042","경매홈","건물용도 필터 시트","빈 옵션","건물용도 옵션이 없으면 칩 영역이 표시되지 않는다","auctionSearchFilter가 nil 또는 buildingTypes 없음","1. 필터 조회 실패 상태에서 건물용도 시트를 연다","헤더와 'N개 매물 보기' 버튼만 보이고 칩 목록(ChipsContainerView)은 표시되지 않는다","경계","P2","",""
"FE-AH-043","경매홈","경매상태 필터 시트","칩 목록","경매상태 시트에 선택 가능한 칩 목록이 표시된다","필터(auctionFailOptions) 조회 성공","1. 경매상태 칩을 탭해 시트를 연다","'경매상태' 헤더와 함께 경매상태 칩들이 표시되고 하단에 'N개 매물 보기' 버튼이 보인다","정상","P1","",""
"FE-AH-044","경매홈","경매상태 필터 시트","다중 선택+디바운스","경매상태 칩 다중 선택 시 0.5초 디바운스 후 리스트와 매물 수가 갱신된다","경매상태 시트가 열린 상태","1. 칩을 빠르게 여러 개 연속 선택한다","이전 reloadTask가 취소되고 마지막 선택 0.5초 후 1회만 재조회되어 매물 수가 갱신된다","정상","P1","","경매상태 시트는 onDisappear 디바운스 취소 처리가 없음 - 건물용도 시트와 차이 점검 필요"
"FE-AH-045","경매홈","경매상태 필터 시트","매물 보기 버튼","'N개 매물 보기' 버튼을 탭하면 시트가 닫힌다","경매상태 칩을 선택한 상태","1. 하단 'N개 매물 보기' 버튼을 탭한다","onClosed가 호출되어 시트가 닫히고 현재 필터 기준으로 리스트가 갱신된다","정상","P1","",""
"FE-AH-046","경매홈","가격 필터 시트","슬라이더 표시","가격 시트에 0~20억 범위 슬라이더가 표시된다","가격 칩을 탭해 시트 진입","1. 가격 칩을 탭해 시트를 연다","'가격' 헤더와 PriceRangeSlider(bounds 0~2,000,000,000)가 현재 필터값(min/max) 기준 핸들 위치로 표시되고 하단에 'N개 매물 보기' 버튼이 보인다","정상","P1","",""
"FE-AH-047","경매홈","가격 필터 시트","슬라이더 조정+디바운스","가격 슬라이더를 조정하면 디바운스 후 리스트와 매물 수가 갱신된다","가격 시트가 열린 상태","1. 슬라이더 하한/상한 핸들을 드래그하여 범위를 변경한다","변경된 min/max가 필터에 반영되고 0.5초 후 loadAuctionSalesList가 호출되어 매물 수가 갱신된다","정상","P1","",""
"FE-AH-048","경매홈","가격 필터 시트","첫 진입 가드","가격 시트 첫 진입 시 자동 재조회가 일어나지 않는다","가격 시트를 처음 연 직후","1. 가격 시트를 연다 2. 슬라이더를 조작하지 않는다","isFirstEnter 가드로 진입 즉시 loadAuctionSalesList가 호출되지 않는다","경계","P2","",""
"FE-AH-049","경매홈","가격 필터 시트","매물 보기 버튼","'N개 매물 보기' 버튼을 탭하면 시트가 닫힌다","가격 범위를 설정한 상태","1. 하단 'N개 매물 보기' 버튼을 탭한다","onComplete가 호출되어 시트가 닫히고 현재 가격 필터 기준으로 리스트가 갱신된다","정상","P1","",""
"FE-AH-050","경매홈","정렬 시트","매물 수/정렬 표시","정렬 영역에 매물 수와 현재 정렬 옵션명이 표시된다","필터 조회 성공으로 sort 기본값 존재","1. 경매홈에서 정렬 영역을 확인한다","'매물 N건'으로 filteredItemCount가 표시되고 우측에 현재 정렬명(sort.displayName)과 up/down 아이콘 버튼이 표시된다","정상","P2","","sort가 nil이면 정렬 버튼 자체가 미표시"
"FE-AH-051","경매홈","정렬 시트","정렬 시트 열기","정렬 버튼을 탭하면 정렬 시트가 열린다","정렬 옵션 존재","1. 정렬 버튼을 탭한다","isShowSortHandleView가 true가 되어 AuctionSortHandlingView 시트가 dynamicSheet로 present된다","정상","P1","",""
"FE-AH-052","경매홈","정렬 시트","정렬 옵션 목록/선택 표시","정렬 시트에 옵션 목록과 현재 선택 체크가 표시된다","정렬 시트가 열린 상태","1. 정렬 시트의 옵션 목록을 확인한다","searchOptions 목록이 표시되고 현재 선택된 옵션 우측에 체크 아이콘이 표시된다","정상","P1","",""
"FE-AH-053","경매홈","정렬 시트","정렬 적용","정렬 옵션을 선택하면 리스트가 갱신되고 시트가 닫힌다","정렬 시트가 열린 상태","1. 다른 정렬 옵션을 탭한다","currentAuctionFilter.sort가 변경되고 onSortSelected로 loadAuctionSalesList가 호출되어 리스트가 갱신된 뒤 isShowSortHandleView=false로 시트가 닫힌다","정상","P1","",""
"FE-AH-054","경매홈","정렬 시트","빈 옵션","정렬 옵션이 없으면 옵션 목록이 표시되지 않는다","auctionSearchFilter가 nil 또는 searchOptions 없음","1. 정렬 옵션이 없는 상태에서 정렬 시트를 연다","'정렬' 헤더만 보이고 옵션 버튼 목록(ForEach)이 표시되지 않는다","경계","P2","",""
"FE-AH-055","경매홈","경매홈 매물리스트","필터 조회 실패","진입 시 필터 옵션 조회가 실패하면 에러 alert가 뜨고 필터 시트가 빈 상태가 된다","init 시점 fetchSearchFilters 실패(네트워크 에러)","1. 네트워크 차단 상태로 경매홈에 진입한다 2. 각 필터/지역/정렬 시트를 연다","에러 alert가 표시되고, 지역/건물용도/경매상태/정렬 옵션이 비어 있어 각 시트가 빈 상태(헤더/버튼만)로 표시된다","예외","P1","",""
"FE-AH-056","경매홈","경매홈 매물리스트","토큰 만료/재로그인","토큰 만료 상태에서 매물 로드/찜 시 재인증 흐름이 처리된다","액세스 토큰 만료","1. 토큰 만료 상태에서 경매홈을 새로고침한다 2. 매물 찜을 시도한다","토큰 만료에 대한 에러 처리 또는 재로그인 유도가 동작하고 앱이 크래시되지 않는다","예외","P1","","실제 토큰 갱신/에러코드 처리는 데이터파트 연계"
"FE-AH-057","경매홈","경매홈 매물리스트","네트워크 지연","네트워크 지연 시 로딩 인디케이터가 유지되고 이중 요청이 방지된다","응답이 매우 느린 네트워크","1. 느린 네트워크에서 경매홈을 로드한다 2. 응답 도착 전 새로고침을 반복한다","응답 도착 전까지 로딩 표시가 유지되고, 응답 후 리스트가 1회 정상 렌더링되며 중복 갱신으로 인한 깜빡임/크래시가 없다","경계","P2","",""
"FE-AH-058","경매홈","경매홈 매물리스트","다크모드","다크모드에서 색상/대비가 정상 표시된다","시스템 다크모드 활성(앱이 다크모드 지원하는 경우)","1. 다크모드로 전환한다 2. 경매홈 및 각 필터/정렬 시트를 확인한다","Asset.Colors 기반 색상이 다크모드에서도 가독성 있게 표시되고 텍스트/아이콘 대비가 유지된다","경계","P2","","다크모드 지원 여부 확인 필요"
"FE-AD-001","경매상세","경매상세 진입/로딩","초기 로딩","상세 진입 시 데이터 로드 전 로딩 인디케이터 표시","유효한 auctionID로 상세 진입, 응답 지연 상태","1. 매물 리스트 등에서 경매 상세로 진입한다. 2. 데이터가 도착하기 전 화면을 관찰한다.","auctionDetailItem이 nil인 동안 화면 중앙에 ProgressView(로딩 스피너)만 표시된다.","정상","P0","",""
"FE-AD-002","경매상세","경매상세 진입/로딩","초기 로딩","진입 시 상세 데이터 자동 로드","유효한 auctionID","1. 경매 상세 화면으로 진입한다. 2. 별도 조작 없이 대기한다.","init 시점에 자동으로 fetch가 호출되어 로딩 후 본문(툴바/사진/요약/탭/히스토리/법원정보)이 렌더된다.","정상","P0","",""
"FE-AD-003","경매상세","경매상세 진입/로딩","성공 렌더","데이터 로드 성공 시 전체 섹션이 순서대로 표시","정상 응답되는 auctionID","1. 상세 진입 후 로딩 완료를 기다린다. 2. 위에서 아래로 스크롤하며 섹션을 확인한다.","툴바 → 사진 페이저 → 요약정보 → 경매정보/권리분석 탭 → 경매 히스토리 → 법원정보 순으로 표시되고 섹션 사이 divider가 보인다.","정상","P0","",""
"FE-AD-004","경매상세","경매상세 진입/로딩","에러 상태","상세 데이터 로드 실패 시 에러 알럿 노출","서버 오류 또는 잘못된 auctionID로 fetch 실패 유도","1. fetch가 실패하도록 한 뒤 상세에 진입한다. 2. 알럿을 확인한다.","화면에 에러 alert가 표시되고, 본문은 로딩(ProgressView) 또는 비어있는 상태로 남는다.","예외","P0","","에러 메시지 문구 정확성은 데이터파트 연계"
"FE-AD-005","경매상세","경매상세 진입/로딩","네트워크 끊김","네트워크 단절 시 로딩 지속 또는 에러 처리","기기 네트워크 OFF","1. 비행기모드 등으로 네트워크를 끊는다. 2. 상세에 진입한다.","무한 로딩에 빠지지 않고, 응답 실패 시 에러 alert가 노출된다.","예외","P1","",""
"FE-AD-006","경매상세","경매상세 진입/로딩","토큰 만료","토큰 만료 상태에서 상세 진입 시 처리","액세스 토큰 만료","1. 토큰이 만료된 상태로 상세에 진입한다. 2. 화면을 관찰한다.","인증 오류가 에러 alert로 표시되거나 재로그인 흐름으로 연결된다(앱 정책에 따름).","예외","P1","","인증 처리는 데이터파트 연계"
"FE-AD-007","경매상세","경매상세 진입/로딩","다크모드","다크모드에서 전체 화면 색상 정상 렌더","시스템 다크모드 ON","1. 다크모드로 설정한다. 2. 상세 화면 전체를 스크롤하며 확인한다.","텍스트/배경/divider/칩 색상이 깨지거나 가독성을 잃지 않고 정상 표시된다.","경계","P2","",""
"FE-AD-008","경매상세","상단 툴바","뒤로가기","뒤로가기 버튼 탭 시 이전 화면으로 복귀","상세 화면 진입 상태","1. 좌상단 화살표(뒤로) 버튼을 탭한다.","dismiss가 호출되어 직전 화면으로 pop/dismiss 된다.","정상","P0","",""
"FE-AD-009","경매상세","상단 툴바","주소 타이틀","긴 주소 타이틀 1줄 말줄임 처리","매우 긴 salesAddress 데이터","1. 주소가 긴 매물 상세에 진입한다. 2. 툴바 가운데 주소 텍스트를 확인한다.","주소가 1줄로 제한되고 넘치는 부분은 말줄임(...)으로 잘려 레이아웃이 깨지지 않는다.","경계","P2","",""
"FE-AD-010","경매상세","상단 툴바","공유 진입","공유 버튼 탭 시 공유 바텀시트 표시","상세 진입 상태","1. 우상단 공유 아이콘을 탭한다.","하단에서 공유 바텀시트(공유하기)가 올라온다.","정상","P1","",""
"FE-AD-011","경매상세","공유 바텀시트","시트 렌더","공유 바텀시트 옵션 표시","공유 버튼 탭으로 시트 열림","1. 공유 바텀시트를 연다. 2. 항목을 확인한다.","'공유하기' 제목과 '링크로 직접 공유하기', '카카오톡으로 공유하기' 두 행이 아이콘과 함께 표시된다.","정상","P1","",""
"FE-AD-012","경매상세","공유 바텀시트","링크 공유","링크로 공유 선택 시 시스템 공유시트 노출","공유 바텀시트 열림","1. '링크로 직접 공유하기'를 탭한다. 2. 바텀시트가 닫히는지 관찰한다.","바텀시트가 먼저 닫힌 뒤 시스템 액티비티 공유시트(주소+사건번호 텍스트 포함)가 단독으로 노출된다.","정상","P1","",""
"FE-AD-013","경매상세","공유 바텀시트","카카오 공유","카카오톡 설치 상태에서 카카오 공유 선택","카카오톡 설치됨, 공유 시트 열림","1. '카카오톡으로 공유하기'를 탭한다.","바텀시트가 닫힌 뒤 카카오톡 앱이 실행되어 공유 메시지 전송 화면으로 전환된다.","정상","P1","",""
"FE-AD-014","경매상세","공유 바텀시트","카카오 공유","카카오톡 미설치 시 Safari 폴백","카카오톡 미설치, 공유 시트 열림","1. '카카오톡으로 공유하기'를 탭한다.","카카오톡 앱 대신 Safari(웹 공유 URL)로 폴백 동작한다.","예외","P1","",""
"FE-AD-015","경매상세","공유 바텀시트","시트 닫기","옵션 선택 없이 시트를 아래로 내려 닫기","공유 바텀시트 열림","1. 바텀시트를 아래로 스와이프하여 닫는다.","아무 공유 동작도 실행되지 않고 시트만 닫혀 상세 화면으로 돌아온다.","경계","P2","",""
"FE-AD-016","경매상세","공유 바텀시트","백그라운드 복귀","카카오/Safari 공유 후 앱 복귀 시 상태 유지","공유로 외부 앱 전환 후 복귀","1. 공유를 실행해 외부 앱으로 전환한다. 2. 앱으로 돌아온다.","상세 화면이 그대로 유지되고 시트는 닫힌 상태이며 중복 공유가 발생하지 않는다.","경계","P2","",""
"FE-AD-017","경매상세","사진 페이저","이미지 로딩","사진 로딩 중 placeholder 표시","이미지 다운로드 지연","1. 상세 진입 직후 사진 영역을 관찰한다.","이미지 로드 전 회색 placeholder가 표시되고 로드 완료 시 사진으로 교체된다.","정상","P1","",""
"FE-AD-018","경매상세","사진 페이저","페이저 스와이프","여러 장 사진 좌우 스와이프 탐색","사진 2장 이상","1. 사진 영역을 좌우로 스와이프한다.","InfinitePager로 사진이 좌우로 넘어간다.","정상","P1","",""
"FE-AD-019","경매상세","사진 페이저","빈 데이터","사진 0건일 때 페이저 영역 처리","salesPictures 빈 배열","1. 사진이 없는 매물 상세에 진입한다. 2. 사진 영역을 확인한다.","페이저 영역이 빈 상태(또는 placeholder)로 표시되고 크래시 없이 아래 섹션이 정상 노출된다.","경계","P1","",""
"FE-AD-020","경매상세","사진 페이저","갤러리 진입","사진 탭 시 풀스크린 갤러리 진입","사진 1장 이상","1. 페이저의 사진을 탭한다.","탭한 사진 index부터 시작하는 풀스크린 갤러리(fullScreenCover)가 검은 배경으로 열린다.","정상","P1","",""
