ID,대분류,중분류(화면),소분류(기능),시나리오,사전조건,테스트절차,기대결과,유형,우선순위,결과,비고
FE-SC-010,검색,최근검색어,목록 표시,저장된 최근검색어가 있으면 목록이 표시된다,로컬에 저장된 최근검색어 존재,1. 검색 화면에 진입한다(입력 없음),"'최근 검색어' 헤더와 '전체삭제' 버튼, 각 항목(시계 아이콘+텍스트+X 버튼)이 표시된다",정상,P1,,
FE-SC-012,검색,최근검색어,항목 탭,최근검색어 항목 탭 시 해당 검색어로 검색된다,최근검색어 목록 존재,1. 최근검색어 항목 텍스트를 탭한다,입력창이 해당 검색어로 채워지고 검색이 실행되어 결과 화면이 표시된다,정상,P0,,
FE-SC-018,검색,검색결과리스트,로딩 상태,검색 실행 시 로딩 인디케이터가 표시된다,검색어 입력,1. 검색을 실행한다,로딩 오버레이(.loading)가 표시되고 응답 수신 후 사라지며 결과가 렌더링된다,정상,P0,,
FE-SC-019,검색,검색결과리스트,결과 표시,검색 결과가 있으면 매물 리스트가 표시된다,결과가 존재하는 검색어,1. 결과가 있는 검색어로 검색한다,세로 ScrollView에 매물 셀 목록이 표시된다,정상,P0,,
FE-SC-020,검색,검색결과리스트,빈 결과,결과 0건이고 필터 미적용 시 검색결과 없음 뷰가 표시된다,"검색 결과 0건, 필터 미적용",1. 결과가 없는 검색어로 검색한다,'검색 결과가 없어요' + '검색어를 한 글자 이상 작성해주세요' 문구와 infoLine 아이콘이 표시된다,예외,P0,,
FE-SC-022,검색,검색결과리스트,에러 처리,검색 중 네트워크/서버 에러 시 alert가 표시된다,네트워크 끊김 또는 서버 에러 상황,1. 검색을 실행한다,에러 alert가 노출되고 로딩이 종료된다,예외,P0,,데이터파트 연계(에러 응답)
FE-SC-024,검색,검색결과리스트,상세 이동,매물 셀 탭 시 경매 상세 화면으로 이동한다,검색 결과 리스트 표시,1. 임의의 매물 셀을 탭한다,coordinator.push(.auctionDetail)로 해당 매물 상세 화면으로 이동한다,정상,P0,,
FE-SC-036,검색,검색 필터바,건물용도 시트 열기,건물용도 칩 탭 시 건물용도 필터 바텀시트가 열린다,검색결과 화면 표시,1. '건물용도' 칩을 탭한다,건물용도 필터 바텀시트(dynamicSheet)가 표시된다,정상,P0,,
FE-SC-037,검색,검색 필터바,경매상태 시트 열기,경매상태 칩 탭 시 경매상태 필터 바텀시트가 열린다,검색결과 화면 표시,1. '경매상태' 칩을 탭한다,경매상태 필터 바텀시트가 표시된다,정상,P0,,
FE-SC-038,검색,검색 필터바,가격 시트 열기,가격 칩 탭 시 가격 필터 바텀시트가 열린다,검색결과 화면 표시,1. '가격' 칩을 탭한다,가격 필터 바텀시트가 표시된다,정상,P0,,
FE-SC-039,검색,검색 필터바,시트 닫힘 재로드,필터 시트를 닫으면 결과가 재로드된다,필터 시트가 열려 있음,1. 필터 시트에서 값을 변경한다 2. 시트를 아래로 스와이프해 닫는다,onDismiss로 refreshData가 호출되어 결과 리스트가 재로드된다,정상,P1,,
FE-SC-046,검색,정렬 바텀시트,정렬 선택,정렬 옵션 선택 시 재로드 후 시트가 닫힌다,정렬 시트 열림,1. 임의의 정렬 옵션을 탭한다,선택한 정렬로 결과가 재로드되고 시트가 닫힌다,정상,P0,,
FE-MP-001,지도,물건 위치 지도 미리보기,미리보기 렌더링,좌표 정상 시 물건 위치 미리보기 지도와 중심 핀이 표시된다,"경매 상세 진입, mapCoordinate 존재(not nil), 로딩 완료",1. 경매 상세 화면 진입 2. '물건 위치' 섹션까지 스크롤 3. 미리보기 영역 확인,"높이 120pt, 모서리 라운드(12) 클리핑된 지도 미리보기가 렌더되고, 물건 좌표 중심에 핀(Place 이미지, 핀 바닥이 좌표에 닿게) 표시",정상,P1,,mapCoordinate는 AuctionDetail에서 주입(데이터파트 연계)
FE-MP-002,지도,물건 위치 지도 미리보기,로딩 상태,좌표 조회 중에는 로딩 인디케이터와 안내 문구가 표시된다,isLoadingMapCoordinate=true (좌표 조회 진행 중),1. 경매 상세 진입 직후 '물건 위치' 섹션 확인,"회색 라운드 박스 안에 ProgressView와 '위치 정보를 불러오는 중이에요' 문구 표시, 지도/핀 미렌더",경계,P1,,placeholder는 AuctionDetailCourtInfoView 소속
FE-MP-003,지도,물건 위치 지도 미리보기,빈 상태,좌표가 없으면 '표시할 위치 정보를 찾지 못했어요' 안내가 표시된다,"mapCoordinate=nil, isLoadingMapCoordinate=false",1. 좌표 없는 매물의 경매 상세 진입 2. '물건 위치' 섹션 확인,"회색 라운드 박스에 '표시할 위치 정보를 찾지 못했어요' 안내만 표시, 지도/핀/ProgressView 미표시",예외,P1,,좌표 nil 여부는 데이터파트 연계
FE-MP-004,지도,물건 위치 지도 미리보기,전체지도 열기,미리보기 지도를 탭하면 전체화면 지도가 열린다,mapCoordinate 존재(미리보기가 버튼으로 렌더됨),1. '물건 위치' 미리보기 지도 탭,fullScreenCover로 전체 지도가 ignoresSafeArea로 표시되고 우상단에 닫기(X) 버튼 노출,정상,P0,,
FE-MP-006,지도,전체화면 지도,지도 진입 렌더링,전체지도 진입 시 물건 좌표 중심 지도와 중심 핀이 표시된다,미리보기 탭으로 전체지도(fullScreenCover) 진입,1. 미리보기 탭 2. 전체 지도 로딩 대기 3. 화면 확인,"물건 좌표를 중심으로 지도 표시, Place 중심 핀 노출, onAppear로 setDrawMap(true) 호출되어 지도 draw 시작",정상,P0,,
FE-MP-007,지도,전체화면 지도,카메라 첫 중심 이동,진입 후 약 0.5초 뒤 카메라가 물건 좌표로 이동한다,전체지도 진입,1. 전체지도 진입 2. 진입 직후~0.5초 사이 화면 관찰,updateUIView의 0.5초 딜레이 후 엔진 activate 및 setCameraFirst로 카메라가 물건 좌표로 이동. 진입 직후 짧은 빈 지도(타일) 가능하나 곧 중심 이동,경계,P1,,0.5초 타이밍 딜레이 코드 존재(updateUIView)
FE-MP-009,지도,전체화면 지도,지도 닫기,우상단 닫기(X) 버튼을 탭하면 전체지도가 닫힌다,전체지도(fullScreenCover) 표시 중,1. 우상단 닫기(X) 버튼 탭,fullScreenCover가 dismiss되고 경매 상세 '물건 위치' 섹션으로 복귀,정상,P0,,
FE-MP-011,지도,전체화면 지도,엔진 비활성,전체지도 이탈 시 지도 엔진이 비활성화된다,전체지도 표시 중,1. 닫기 버튼으로 전체지도 닫기 2. 복귀 후 동작 관찰,"onDisappear에서 setDrawMap(false) 호출되어 엔진 reset, 백그라운드 리소스 정리, 화면 멈춤 없음",정상,P1,,
FE-MP-013,지도,전체화면 지도,지도 제스처,전체지도에서 팬/핀치 줌 제스처로 지도가 이동·확대축소된다,전체지도 표시 중,1. 지도를 드래그(팬) 2. 핀치로 확대/축소,"제스처에 따라 지도가 이동·확대축소되고 cameraCenterLocation 바인딩이 갱신됨, 끊김/멈춤 없음",정상,P1,,좌표 값 정확성이 아닌 제스처 UI 동작만 검증
FE-MP-019,지도,위치 권한,권한 거부 영향 없음,위치 권한 거부 상태에서도 물건 위치 지도가 정상 표시된다,시스템 위치 권한 '거부' 상태,1. 위치 권한 거부 설정 2. 경매 상세 진입 3. 미리보기/전체지도 확인,물건 좌표 기반 지도/핀이 정상 표시되며 위치 권한 알럿이나 '내 위치' UI는 노출되지 않음,예외,P1,,"MapStore에 권한/거부 알럿 로직(checkUserAuthorization, isShowDeniedLocationAlert) 존재하나 현재 MapContentView에 미연결"
FE-IN-001,관심,관심 매물 리스트,초기 로딩,관심 탭 첫 진입 시 onLoad로 관심 매물 목록을 로드하고 로딩 애니메이션을 표시한다,"로그인 상태, 관심 매물 1건 이상 존재",1. 앱에서 관심 탭으로 진입한다 2. 진입 직후 전체화면 로딩(Lottie) 표시를 확인한다 3. 로드 완료 후 리스트를 확인한다,진입 시 전체화면 로딩 애니메이션이 표시되고 로드 완료 후 관심 매물 리스트가 렌더링된다,정상,P0,,
FE-IN-002,관심,관심 매물 리스트,초기 로딩,onLoad는 1회만 실행되어 상세 진입 후 복귀 시 재로딩되지 않는다,"관심 리스트 로드 완료, 스크롤을 일부 내린 상태",1. 매물 셀을 탭해 상세로 진입한다 2. 뒤로가기로 관심 리스트로 복귀한다 3. 로딩/리스트 상태를 확인한다,로딩 애니메이션이 다시 뜨지 않고 기존 리스트와 스크롤 위치가 그대로 유지된다(onLoad 1회 only),경계,P1,,ViewDidLoadModifier의 didLoad 플래그로 1회만 실행됨
FE-IN-003,관심,관심 매물 리스트,목록 표시,관심 매물이 있을 때 LazyVStack으로 매물 셀 목록을 표시한다,"로그인 상태, 관심 매물 여러 건 존재",1. 관심 탭에 진입한다 2. 로드 완료 후 리스트를 확인한다,관심 매물 셀들이 세로 스크롤 리스트로 정상 렌더링된다,정상,P0,,
FE-IN-004,관심,관심 매물 리스트,빈 상태,관심 매물이 0건이면 빈 상태 이미지와 안내 문구를 표시한다,"로그인 상태, 관심 매물 없음(0건)",1. 관심 탭에 진입한다 2. 로드 완료 후 화면을 확인한다,dot3Circle 이미지와 '관심 매물 없음'(interestViewNone) 문구가 표시되고 리스트/페이징 progress는 노출되지 않는다,예외,P1,,
FE-IN-005,관심,관심 매물 리스트,빈 상태 전환,마지막 남은 관심 매물을 찜 해제하면 빈 상태 화면으로 전환된다,관심 매물이 정확히 1건 존재,1. 유일한 매물 셀의 하트 아이콘을 탭해 찜 해제한다 2. 화면을 확인한다,해당 셀이 제거되고 즉시 빈 상태(이미지+문구) 화면으로 전환된다,경계,P1,,
FE-IN-008,관심,관심 매물 리스트,무한 스크롤,마지막 셀에 도달하면 다음 페이지를 자동 로드한다,관심 매물 20건 초과(다음 cursor 존재),1. 리스트를 마지막 셀까지 스크롤한다 2. 하단 ProgressView를 확인한다 3. 추가 항목이 붙는지 확인한다,마지막 셀 onAppear 시 다음 페이지가 로드되어 하단 ProgressView 표시 후 항목이 이어 붙는다,정상,P1,,
FE-IN-012,관심,관심 매물 리스트,당겨서 새로고침,리스트를 아래로 당기면 페이지네이션을 리셋하고 첫 페이지를 재로드한다,"로그인 상태, 리스트 표시 상태",1. 리스트 상단에서 아래로 당긴다 2. 새로고침 인디케이터를 확인한다 3. 갱신된 리스트를 확인한다,새로고침 인디케이터 표시 후 페이지네이션이 리셋되고 첫 페이지가 다시 로드되어 리스트가 갱신된다,정상,P1,,refreshable → resetPagination + loadInterest
FE-IN-014,관심,관심 매물 리스트,찜 해제,매물 셀의 하트 버튼을 탭하면 관심이 해제되고 셀이 즉시 리스트에서 제거된다,"로그인 상태, 관심 매물 2건 이상",1. 특정 매물 셀의 하트 아이콘을 탭한다 2. 리스트를 확인한다,해당 매물 셀이 리스트에서 즉시 제거되고 다른 화면 동기화를 위한 알림이 발행된다,정상,P0,,
FE-IN-015,관심,관심 매물 리스트,찜 해제,하트 버튼 탭 시 셀 전체의 상세 진입 액션이 동시에 트리거되지 않는다(중첩 버튼 충돌),관심 매물 존재,1. 매물 셀 내부의 하트 아이콘을 정확히 탭한다 2. 화면 전환 여부를 확인한다,찜 해제만 동작하고 경매 상세 화면으로 push되지 않는다,경계,P1,,셀 Button 안에 하트 Button 중첩 — hit-test 충돌 가능성 검증
FE-IN-018,관심,관심 매물 리스트,상세 진입,매물 셀(하트 외 영역)을 탭하면 경매 상세 화면으로 이동한다,관심 매물 존재,1. 매물 셀의 이미지/텍스트 영역을 탭한다 2. 화면 전환을 확인한다,coordinator.push로 해당 매물의 경매 상세 화면으로 진입한다,정상,P0,,
FE-IN-020,관심,관심 매물 리스트,외부 찜 동기화,상세 화면에서 동일 매물을 찜 해제 후 복귀하면 리스트에서 자동 제거된다,"리스트에 매물 존재, 해당 매물 상세 진입",1. 매물 셀을 탭해 상세로 진입한다 2. 상세에서 찜을 해제한다 3. 뒤로가기로 관심 리스트로 복귀한다,.auctionZzimDidChange 수신(isZzimed=false)으로 해당 매물이 리스트에서 제거된 상태로 표시된다,정상,P1,,handleZzimChange는 isZzimed=false일 때만 제거
FE-IN-024,관심,관심 매물 셀,배지 표시,매각 완료 매물은 '매각' 배지가 회색으로 표시된다,isSoldOut=true인 매물,1. 매각 완료 매물 셀의 이미지 좌상단 배지를 확인한다,'매각' 텍스트 배지가 neutralSubtler 배경으로 표시된다,정상,P1,,
FE-IN-035,관심,관심 매물 리스트,비로그인,비로그인 상태로 관심 화면에 진입하면 목록 로드가 실패한다,로그아웃/비로그인 상태,1. 비로그인 상태로 관심 탭에 진입한다 2. 화면을 확인한다,인증 실패로 로드되지 못하고 에러 UI 없이 빈 상태 화면이 표시된다,예외,P1,,View 내 로그인 분기 없음 — 인증/데이터파트 연계 확인 필요
FE-MY-001,마이페이지,마이페이지 메인,프로필 로딩,진입 시 사용자 프로필을 조회해 이름과 가입 경로를 표시한다,"로그인 상태, 정상 네트워크",1. 하단 탭 등으로 마이페이지 진입 2. .task 의 fetchProfile 완료 대기,사용자 이름(titleLargeBold)과 'OO로 로그인' 문구 및 provider 아이콘이 정상 노출된다,정상,P0,,값 정확성은 데이터파트 연계
FE-MY-003,마이페이지,마이페이지 메인,프로필 로딩,프로필 조회 실패 시 에러 alert 가 노출된다,서버 에러 또는 네트워크 끊김,1. 네트워크 차단 또는 서버 5xx 상태로 설정 2. 마이페이지 진입 3. fetchProfile 실패 유도,alert(error:) 로 에러 다이얼로그가 표시된다,예외,P1,,
FE-MY-006,마이페이지,마이페이지 메인,네비게이션,우상단 설정 아이콘 탭 시 설정 화면으로 push 된다,마이페이지 진입 상태,1. 우상단 설정 아이콘 버튼 탭,setting(.settingList) 라우트로 push 되어 설정 화면이 표시된다,정상,P0,,
FE-MY-007,마이페이지,마이페이지 메인,메뉴 탭,'최근 본 매물' 메뉴 탭 시 최근 본 매물 리스트로 push 된다,마이페이지 진입 상태,1. '최근 본 매물' 메뉴 항목 탭,recentViewList(.recentViewedList) 라우트로 push 되어 최근 본 매물 화면이 표시된다,정상,P0,,
FE-MY-008,마이페이지,마이페이지 메인,메뉴 탭,'채팅/문의' 메뉴 탭 시 메일 작성 화면이 열린다,기기에 메일 계정/앱 설정됨,1. '채팅' 메뉴 항목 탭 2. openMail 호출 확인,수신자/제목/본문이 채워진 메일 작성 화면이 열린다,정상,P1,,
FE-MY-014,마이페이지,알림 설정,화면 진입,알림 설정 진입 시 토글이 기본 OFF 로 표시된다,알림 설정 화면 첫 진입,1. 설정에서 알림 설정 화면 진입 2. 토글 초기 상태 확인,제목/설명 텍스트와 함께 토글이 OFF 상태로 표시된다,정상,P1,,"@State 기본 false, 실제 시스템 권한과 미동기화 가능"
FE-MY-017,마이페이지,알림 설정,네비게이션,뒤로가기 버튼 탭 시 이전 화면으로 pop 된다,알림 설정 진입 상태,1. 좌상단 뒤로가기(arrowLeft) 버튼 탭,coordinator.pop 으로 이전(설정) 화면으로 돌아간다,정상,P0,,
FE-MY-021,마이페이지,최근 본 매물,리스트 로딩,진입 시 onLoad 로 최근 본 매물 리스트를 조회하고 로딩 인디케이터를 표시한다,"로그인 상태, 정상 네트워크",1. 마이페이지에서 '최근 본 매물' 진입 2. onLoad 의 loadRecentViewList 실행,isLoading 동안 .loading 인디케이터가 표시된 후 리스트로 전환된다,정상,P0,,
FE-MY-022,마이페이지,최근 본 매물,리스트 표시,최근 본 매물 데이터가 있을 때 셀 리스트가 렌더링된다,최근 본 매물 1건 이상 존재,1. 최근 본 매물 진입 2. 리스트 로드 완료 대기,LazyVStack 으로 매물 셀들이 스크롤 가능한 리스트로 표시된다,정상,P0,,
FE-MY-023,마이페이지,최근 본 매물,빈 상태,최근 본 매물이 0건일 때 빈 상태 뷰가 표시된다,최근 본 매물 내역 없음,1. 최근 본 매물 진입 2. 빈 응답 수신,dot3Circle 이미지와 '최근 본 매물 없음' 안내 문구가 표시된다,경계,P0,,
FE-MY-026,마이페이지,최근 본 매물,네비게이션,매물 셀 탭 시 경매 상세 화면으로 push 된다,최근 본 매물 1건 이상,1. 임의의 매물 셀 탭,auctionDetail(auctionID:item.id) 라우트로 push 되어 상세 화면이 열린다,정상,P0,,
FE-MY-027,마이페이지,최근 본 매물,관심(찜) 토글,미찜 상태에서 하트 탭 시 찜 추가되고 UI 가 갱신된다,isZzim=false 인 매물,1. 셀 내 하트 버튼 탭,"addInterest 호출 후 하트가 critical(빨강) 색으로, 찜 카운트가 +1 로 갱신된다",정상,P0,,
FE-MY-032,마이페이지,최근 본 매물,찜 상태 동기화,다른 화면에서 찜 변경 후 복귀 시 리스트 찜 상태가 동기화된다,상세 등 다른 화면에서 동일 매물 찜 변경,1. 셀 탭하여 상세 진입 2. 상세에서 찜 토글 3. 뒤로 돌아와 리스트 확인,onReceive 의 syncZzimState 로 해당 셀 하트/카운트가 변경 내용과 일치하게 갱신된다,정상,P1,,
FE-ST-001,설정,설정 메인,화면 렌더링,설정 메인 진입 시 메뉴 목록과 하단 정보가 정상 표시된다,로그인 상태에서 설정 화면 진입,1. 설정 화면에 진입한다 2. 상단 네비게이션 바 타이틀(설정)을 확인한다 3. 약관 및 정책 / 로그아웃 / 회원탈퇴 메뉴 3개가 순서대로 노출되는지 확인한다 4. 하단 앱 버전 텍스트와 오픈소스 라이선스 텍스트가 노출되는지 확인한다,"네비게이션 바, 메뉴 3개, 앱 버전, 오픈소스 라이선스 텍스트가 모두 정상 렌더링된다",정상,P0,,
FE-ST-002,설정,설정 메인,네비게이션 - 뒤로가기,네비게이션 바 좌측 화살표 탭 시 이전 화면으로 pop 된다,이전 화면에서 설정 화면으로 진입한 상태,1. 설정 화면 상단 좌측 화살표(arrowLeft) 버튼을 탭한다 2. 화면 전환을 확인한다,이전 화면으로 pop 되어 돌아간다,정상,P0,,
FE-ST-003,설정,설정 메인,약관 및 정책 진입,약관 및 정책 메뉴 탭 시 약관 목록 화면으로 push 된다,설정 화면 표시 상태,1. 약관 및 정책 메뉴 셀을 탭한다 2. 화면 전환을 확인한다,약관 및 정책 목록 화면으로 push 이동한다,정상,P0,,
FE-ST-004,설정,설정 메인,로그아웃,로그아웃 메뉴 탭 시 확인/취소 알럿이 노출된다,설정 화면 표시 상태,1. 로그아웃 메뉴 셀을 탭한다 2. 알럿 노출을 확인한다,로그아웃 확인 문구와 예/아니오 버튼을 가진 cancellable 알럿이 표시된다,정상,P0,,
FE-ST-005,설정,설정 메인,로그아웃,로그아웃 알럿에서 '예' 선택 시 토큰이 제거되고 루트로 이동한다,로그아웃 알럿이 떠 있는 상태,1. 알럿에서 예(확인) 버튼을 탭한다 2. 화면 전환을 확인한다,액세스 토큰이 제거되고 popToRoot로 최상위 화면(로그인/홈)으로 이동한다,정상,P0,,토큰 제거 자체의 정확성은 데이터파트 연계
FE-ST-006,설정,설정 메인,로그아웃,로그아웃 알럿에서 '아니오' 선택 시 알럿이 닫히고 화면이 유지된다,로그아웃 알럿이 떠 있는 상태,1. 알럿에서 아니오(취소) 버튼을 탭한다 2. 화면 상태를 확인한다,알럿이 닫히고 설정 화면이 그대로 유지되며 로그인 상태가 변하지 않는다,예외,P1,,
FE-ST-007,설정,설정 메인,회원탈퇴 진입,회원탈퇴 메뉴 탭 시 회원탈퇴 화면으로 push 된다,설정 화면 표시 상태,1. 회원탈퇴 메뉴 셀을 탭한다 2. 화면 전환을 확인한다,회원탈퇴 화면으로 push 이동한다,정상,P0,,
FE-ST-009,설정,설정 메인,업데이트 라벨 노출,최신 버전이 현재 버전보다 높을 때 업데이트 라벨이 노출된다,configService.latestVersion이 번들 버전보다 높은 상태,1. 설정 화면 하단 버전 영역을 확인한다,앱 버전 옆에 밑줄 처리된 '업데이트' 텍스트가 노출된다,경계,P1,,버전 비교 결과는 데이터파트 연계
FE-ST-012,설정,설정 메인,오픈소스 라이선스 진입,오픈소스 라이선스 텍스트 탭 시 라이선스 화면으로 push 된다,설정 화면 표시 상태,1. 하단 밑줄 처리된 '오픈소스 라이선스' 텍스트를 탭한다 2. 화면 전환을 확인한다,오픈소스 라이선스 화면으로 push 이동한다,정상,P1,,
FE-ST-016,설정,회원탈퇴,화면 렌더링,"회원탈퇴 화면 진입 시 안내 문구와 체크박스, 탈퇴 버튼이 표시된다",로그인 상태에서 회원탈퇴 화면 진입,"1. 회원탈퇴 화면에 진입한다 2. 타이틀, 안내 불릿 2개, 동의 체크박스, 탈퇴하기 버튼을 확인한다",모든 요소가 정상 렌더링되고 탈퇴하기 버튼은 비활성 상태로 표시된다,정상,P0,,
FE-ST-018,설정,회원탈퇴,동의 체크 토글,체크박스 탭 시 체크 상태가 토글되고 애니메이션으로 아이콘이 전환된다,"회원탈퇴 화면 표시, 체크 해제 상태",1. 체크박스 영역(Label)을 탭한다 2. 아이콘 전환 애니메이션을 확인한다,isChecked가 true로 토글되어 successBlue 아이콘으로 부드럽게 전환되고 탈퇴 버튼이 활성화된다,정상,P0,,
FE-ST-019,설정,회원탈퇴,버튼 활성 게이팅,체크 해제 상태에서 탈퇴하기 버튼은 탭해도 동작하지 않는다,"회원탈퇴 화면, 체크 해제 상태",1. 체크하지 않은 채로 탈퇴하기 버튼을 탭한다 2. 동작 여부를 확인한다,버튼이 disabled 이므로 탭에 반응하지 않고 signOut이 호출되지 않는다,경계,P0,,
FE-ST-020,설정,회원탈퇴,회원탈퇴 실행,체크 후 탈퇴하기 버튼 탭 시 회원탈퇴가 실행된다,"회원탈퇴 화면, 체크 완료 상태, 정상 네트워크",1. 동의 체크박스를 체크한다 2. 활성화된 탈퇴하기 버튼을 탭한다 3. 처리 결과를 확인한다,signOut API 호출이 트리거된다,정상,P0,,성공 후 화면 전환/완료 피드백이 코드상 없음 - 기획 확인 필요
FE-ST-029,설정,약관 및 정책 목록,화면 렌더링,약관 목록 진입 시 3개 항목이 표시된다,설정 화면에서 약관 및 정책 진입,1. 약관 목록 화면에 진입한다 2. 회원약관/개인정보처리방침/서비스운영정책 항목을 확인한다,3개 메뉴 항목과 우측 화살표 아이콘이 정상 표시된다,정상,P1,,
FE-CM-002,댓글,Comment 모듈(미구현 스캐폴드),모듈 구현 여부 확인,Comment 모듈에 구현된 View/기능이 없음을 확인한다 (QA 불가 상태),Projects/Feature/Comment/Sources 소스 트리 접근 가능,1. Projects/Feature/Comment/Sources/tmp.swift 를 확인한다 2. View/ViewModel/Store/Coordinator/Route 파일 존재 여부를 확인한다 3. 화면 진입 동선이 있는지 확인한다,Sources/tmp.swift 등 모든 소스가 빈 placeholder 이며 화면/버튼/리스트/입력/네비게이션 등 검증 대상 동작이 존재하지 않아 프론트 QA를 진행할 수 없음을 확인한다,예외,P0,,Comment 모듈은 Tuist 미구현 스캐폴드(Sources/Resources/Tests 의 tmp.swift 모두 빈 파일). 댓글 목록·작성·삭제·좋아요·대댓글 등 시나리오는 구현 후 재작성 필요. 추측 기반 시나리오 작성 금지 규칙에 따라 가상 기능은 도출하지 않음.
FE-RP-002,신고,신고 화면 (ReportView),ViewModel(ReportModelData) 생성,화면 진입 시 ReportModelData(@StateObject)가 정상 생성되고 크래시/프리즈가 없는지 확인,앱 실행 상태,1. 신고 화면으로 진입한다. 2. 화면이 정상적으로 표시되는지 확인한다.,ReportModelData가 초기화되며 진입 과정에서 크래시나 멈춤(프리즈)이 발생하지 않는다.,정상,P0,,ReportModelData는 현재 빈 ObservableObject로 발행 상태/네트워킹 없음
